Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P27816	P27816	18	18	18	Microtubule-associated protein 4	MAP4	sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3	1	18	18	18	18.2	18.2	18.2	121	1152	1152	2.18	12	10	7	2	1	1	0	155.7	402400	536690	510210	502090	457960	581800	442750	699510	644540	643160	839640	524290	746320	593970	402400	536690	510210	502090	457960	581800	442750	699510	644540	643160	839640	524290	746320	593970	28	30	32	34	30	34	30	33	35	33	34	30	32	31	757500000	37				570	486;746;1343;1490;1917;3249;3769;4896;5634;5774;5778;5935;6017;6136;6194;6195;6425;6428	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	487;748;1362;1520;1958;3317;3845;4994;5738;5875;5879;6035;6120;6241;6300;6301;6537;6540	1235;1895;1896;3466;3872;5006;8459;9736;12564;12565;14355;14684;14685;14692;14693;14694;15116;15328;15658;15794;15795;15796;15797;15798;15799;15800;15801;15802;16392;16393;16397;16398;16399	1324;2043;2044;3742;4179;5410;5411;9161;10544;13614;13615;15545;15895;15896;15903;15904;15905;16364;16595;16981;17129;17130;17131;17132;17133;17134;17135;17136;17137;17138;17139;17140;17794;17795;17799;17800;17801	1324;2043;3742;4179;5411;9161;10544;13615;15545;15896;15903;16364;16595;16981;17134;17138;17794;17801	389;390	869;894	9606
P27824	P27824	10	10	10	Calnexin	CANX	sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2	1	10	10	10	19.8	19.8	19.8	67.567	592	592	5			2	4	2	8	0	42.263	111920	124160	119810	138220	118900	146880	154700	148090	133170	242280	204300	105580	144310	152540	111920	124160	119810	138220	118900	146880	154700	148090	133170	242280	204300	105580	144310	152540	13	14	13	14	13	13	14	13	14	14	15	13	13	14	237130000	16				571	205;578;949;1087;1600;3453;3598;5297;5893;6101	True;True;True;True;True;True;True;True;True;True	204;581;954;1097;1633;3523;3669;5404;5992;6206	529;530;531;1462;1463;1464;2418;2751;4139;8977;9324;13519;13520;15018;15532;15533	575;576;577;1565;1566;1567;2589;2956;4463;9735;10101;14656;14657;16260;16815;16816	577;1566;2589;2956;4463;9735;10101;14657;16260;16816			9606
P28331	P28331	4	4	4	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3	1	4	4	4	8	8	8	79.467	727	727	4.17			2	2	1	1	0	14.515	15453	20817	23903	17341	19557	12554	11576	16308	12168	11115	12614	22207	13582	14869	15453	20817	23903	17341	19557	12554	11576	16308	12168	11115	12614	22207	13582	14869	3	4	4	3	4	3	3	4	3	2	4	3	3	3	8618600	6				572	495;2328;4406;5279	True;True;True;True	496;2381;4488;5386	1259;5998;5999;6000;11342;13479	1348;6486;6487;6488;12292;14615	1348;6488;12292;14615	391;392	277;632	9606
P28482	P28482	4	4	4	Mitogen-activated protein kinase 1	MAPK1	sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3	1	4	4	4	18.9	18.9	18.9	41.389	360	360	4		1	2	3	2	1	0	8.9727	26089	21153	24902	27177	22633	20041	44778	26999	14020	15428	15846	33924	14776	42062	26089	21153	24902	27177	22633	20041	44778	26999	14020	15428	15846	33924	14776	42062	10	10	10	10	9	9	10	10	8	7	7	10	6	10	32439000	10				573	1898;2348;5104;6247	True;True;True;True	1936;2401;5208;6356	4941;4942;4943;6043;6044;6045;13088;15957;15958	5341;5342;5343;6533;6534;6535;14172;17306;17307;17308	5341;6535;14172;17307	393	333	9606
P28799	P28799	4	4	4	Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7	GRN	sp|P28799|GRN_HUMAN Granulins OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2	1	4	4	4	7.3	7.3	7.3	63.544	593	593	4.2		1	1	1		2	0	7.364	73473	45609	61141	74548	56509	67737	44187	89811	74955	57706	83467	78453	55532	99191	73473	45609	61141	74548	56509	67737	44187	89811	74955	57706	83467	78453	55532	99191	5	5	5	4	5	5	4	4	5	5	5	4	4	5	72746000	5				574	1321;3157;4789;4793	True;True;True;True	1340;3224;4884;4888	3416;8219;12272;12273;12294	3691;8880;13294;13295;13317	3691;8880;13295;13317			9606
P28838	P28838	12	12	12	Cytosol aminopeptidase	LAP3	sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3	1	12	12	12	27.6	27.6	27.6	56.166	519	519	3.59	3	4	4	3	4	4	0	64.986	89488	167270	90525	78260	111750	49438	120210	95955	41634	43956	34156	99811	42333	99943	89488	167270	90525	78260	111750	49438	120210	95955	41634	43956	34156	99811	42333	99943	22	23	22	20	21	18	21	21	17	15	13	21	18	22	115000000	23				575	48;105;654;1841;2199;2319;2991;3029;3110;3885;4346;6006	True;True;True;True;True;True;True;True;True;True;True;True	48;107;657;1878;2246;2372;3056;3095;3176;3966;4430;6108	112;113;114;251;1672;4791;4792;5694;5985;7750;7751;7752;7753;7754;7844;8062;8063;10057;11192;15289;15290;15291	119;120;121;267;1787;5181;5182;6165;6473;8360;8361;8362;8363;8364;8365;8465;8702;8703;10890;12117;16549;16550;16551	119;267;1787;5181;6165;6473;8363;8465;8702;10890;12117;16551	394;395	299;302	9606
P29120	P29120	2	2	2	Neuroendocrine convertase 1	PCSK1	sp|P29120|NEC1_HUMAN Neuroendocrine convertase 1 OS=Homo sapiens OX=9606 GN=PCSK1 PE=1 SV=2	1	2	2	2	3.3	3.3	3.3	84.151	753	753	4.5			1			1	0	4.4902	3101.3	3713.1	5604.3	4947	4049.7	4286.9	2736.7	5563.1	3987.7	6323	5842	5772	4381	3588.5	3101.3	3713.1	5604.3	4947	4049.7	4286.9	2736.7	5563.1	3987.7	6323	5842	5772	4381	3588.5	1	1	2	2	2	1	1	1	1	1	1	1	1	1	3542100	2				576	5052;5629	True;True	5154;5733	12957;14347	14032;15537	14032;15537			9606
P29401	P29401	7	7	7	Transketolase	TKT	sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	1	7	7	7	14.1	14.1	14.1	67.877	623	623	2.9	3	7	5	3	1	2	0	154.79	133350	214300	163940	134440	154560	140630	169430	153930	95899	91838	122340	203400	127990	108700	133350	214300	163940	134440	154560	140630	169430	153930	95899	91838	122340	203400	127990	108700	21	23	20	21	21	21	22	21	20	17	19	23	19	18	609980000	23				577	779;899;3377;3405;3929;3965;5810	True;True;True;True;True;True;True	779;902;3447;3475;4012;4048;5910	1980;1981;2278;8782;8783;8784;8854;8855;8856;8857;8858;10177;10250;10251;10252;10253;10254;14773;14774;14775;14776	2131;2132;2438;9513;9514;9515;9516;9593;9594;9595;9596;9597;11020;11100;11101;11102;11103;11104;15988;15989;15990;15991;15992	2132;2438;9516;9596;11020;11102;15992	396	199	9606
P29692	P29692	3	3	2	Elongation factor 1-delta	EEF1D	sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5	1	3	3	2	12.5	12.5	8.5	31.121	281	281	3.29	1	1	2	2		1	0	55.432	7466.1	948.87	9621.4	8470.2	4825.6	5421.9	7573.4	9108.4	4614.5	2343.4	7710.4	4529.8	4862.1	6973.4	7466.1	948.87	9621.4	8470.2	4825.6	5421.9	7573.4	9108.4	4614.5	2343.4	7710.4	4529.8	4862.1	6973.4	5	1	5	6	3	3	4	4	3	2	4	3	4	5	18418000	7				578	3124;3267;4149	True;True;True	3190;3335;4233	8134;8135;8497;8498;8499;10716;10717	8789;8790;9202;9203;9204;11609;11610	8789;9204;11609			9606
P29762	P29762	3	3	3	Cellular retinoic acid-binding protein 1	CRABP1	sp|P29762|RABP1_HUMAN Cellular retinoic acid-binding protein 1 OS=Homo sapiens OX=9606 GN=CRABP1 PE=1 SV=2	1	3	3	3	24.1	24.1	24.1	15.565	137	137	4.4			1	2	1	1	0	9.9147	10796	9946.2	9536.2	6474.3	18086	11340	21319	7956.8	15173	7158.5	9325	18936	14233	17667	10796	9946.2	9536.2	6474.3	18086	11340	21319	7956.8	15173	7158.5	9325	18936	14233	17667	5	5	4	4	5	5	5	5	5	5	5	5	5	5	22999000	5				579	5504;5701;6406	True;True;True	5608;5804;6518	14022;14023;14518;14519;16349	15192;15193;15717;15718;17750	15192;15718;17750			9606
P29966	P29966	9	9	9	Myristoylated alanine-rich C-kinase substrate	MARCKS	sp|P29966|MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4	1	9	9	9	40.4	40.4	40.4	31.554	332	332	4.21	1	4	6	7	8	8	0	323.31	613850	234520	610290	945760	511020	570490	479580	604260	370530	777140	754140	684540	805960	1048300	613850	234520	610290	945760	511020	570490	479580	604260	370530	777140	754140	684540	805960	1048300	42	38	41	42	41	41	42	42	41	41	42	42	43	42	1321600000	43				580	31;198;1445;1480;1642;2627;2674;3607;4214	True;True;True;True;True;True;True;True;True	31;199;1472;1509;1675;2687;2734;3678;4298	66;67;510;511;512;513;514;515;516;517;3735;3736;3737;3738;3846;3847;3848;4256;4257;4258;4259;4260;6776;6777;6778;6779;6902;6903;6904;6905;6906;6907;9356;10864	70;71;550;551;552;553;554;555;556;557;558;559;560;561;4036;4037;4038;4039;4040;4151;4152;4153;4154;4587;4588;4589;4590;4591;4592;7308;7309;7310;7311;7438;7439;7440;7441;7442;7443;7444;7445;10137;11764	70;560;4040;4154;4588;7308;7442;10137;11764			9606
P30038	P30038	4	4	4	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	ALDH4A1	sp|P30038|AL4A1_HUMAN Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3	1	4	4	4	8.9	8.9	8.9	61.719	563	563	2.22	3	3	1	2			0	15.886	15200	16745	13635	13792	18239	6275.5	12056	15539	7468.1	9260.6	3782.3	22838	12813	22394	15200	16745	13635	13792	18239	6275.5	12056	15539	7468.1	9260.6	3782.3	22838	12813	22394	7	6	6	6	8	4	5	6	3	6	3	7	6	7	22141000	9				581	5239;5250;5717;6265	True;True;True;True	5346;5357;5820;6374	13371;13372;13373;13374;13409;13410;14553;15996;15997	14500;14501;14502;14503;14540;14541;15754;17346;17347	14502;14540;15754;17346			9606
P30040	P30040	5	5	5	Endoplasmic reticulum resident protein 29	ERP29	sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4	1	5	5	5	25.7	25.7	25.7	28.993	261	261	3.12	2	1	2	1	1	1	0	26.037	34494	27763	18768	24178	25137	18342	34216	32251	28231	16588	28651	33478	16990	34584	34494	27763	18768	24178	25137	18342	34216	32251	28231	16588	28651	33478	16990	34584	9	9	9	9	10	7	9	10	9	8	10	9	8	10	28380000	11				582	2351;3410;4782;5112;6748	True;True;True;True;True	2404;3480;4877;5216;6863	6049;6050;8870;8871;12251;12252;13102;17177	6539;6540;9614;9615;9616;9617;13273;13274;14187;14188;18638	6539;9614;13274;14187;18638	397	221	9606
P30041	P30041	8	8	8	Peroxiredoxin-6	PRDX6	sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3	1	8	8	8	33.9	33.9	33.9	25.035	224	224	4.19	1	3	2	7	1	7	0	75.878	99766	64629	62464	46411	87931	25336	148120	101740	22205	14447	17602	153600	24359	242830	99766	64629	62464	46411	87931	25336	148120	101740	22205	14447	17602	153600	24359	242830	22	21	18	17	19	15	24	21	11	10	10	23	13	24	332430000	24				583	994;998;1065;4099;4519;5207;6272;6707	True;True;True;True;True;True;True;True	999;1003;1004;1075;4183;4608;5314;6381;6822	2527;2528;2529;2530;2540;2541;2542;2543;2544;2545;2713;10590;10591;10592;10593;10594;11577;13307;16013;17089;17090	2707;2708;2709;2710;2722;2723;2724;2725;2726;2727;2728;2729;2730;2916;11473;11474;11475;11476;11477;12542;14434;17367;18547;18548	2707;2726;2916;11476;12542;14434;17367;18547	398	188	9606
P30043	P30043	2	2	2	Flavin reductase (NADPH)	BLVRB	sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3	1	2	2	2	12.1	12.1	12.1	22.119	206	206	2.4	1	2	1	1			0	7.569	26412	22459	37542	26062	30778	9342.9	68234	27120	11441	8584.4	13157	22895	11941	44859	26412	22459	37542	26062	30778	9342.9	68234	27120	11441	8584.4	13157	22895	11941	44859	3	3	3	3	3	3	3	4	3	3	3	3	3	3	34533000	5				584	4124;6199	True;True	4208;6306	10649;10650;10651;15818;15819	11541;11542;11543;17158;17159	11543;17158			9606
P30044	P30044	3	3	3	Peroxiredoxin-5, mitochondrial	PRDX5	sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4	1	3	3	3	18.7	18.7	18.7	22.086	214	214	3.55	2	2	1	2	2	2	0	38.719	41812	27771	46780	35572	34724	14799	23451	36706	14059	9284.8	20345	46601	30201	48454	41812	27771	46780	35572	34724	14799	23451	36706	14059	9284.8	20345	46601	30201	48454	12	9	12	11	10	6	7	8	7	7	7	10	9	9	27279000	14				585	5985;6398;6539	True;True;True	6086;6510;6652	15242;15243;15244;15245;16326;16327;16328;16329;16330;16331;16678	16498;16499;16500;16501;17724;17725;17726;17727;17728;17729;17730;17731;17732;18097	16501;17730;18097			9606
P30048	P30048	3	3	3	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3	1	3	3	3	11.3	11.3	11.3	27.692	256	256	3.67	1	1		2	1	1	0	7.3599	7415.1	7050.9	11455	2962.6	6927.8	5666.8	9368.2	9697	5657.8	9067.3	7141.8	12393	14719	9376.8	7415.1	7050.9	11455	2962.6	6927.8	5666.8	9368.2	9697	5657.8	9067.3	7141.8	12393	14719	9376.8	3	3	4	2	3	3	4	4	3	4	3	4	5	2	12426000	6				586	1139;1371;5792	True;True;True	1149;1391;5893	2870;3550;3551;3552;3553;14730	3079;3831;3832;3833;3834;15944	3079;3833;15944			9606
P30049	P30049	1	1	1	ATP synthase subunit delta, mitochondrial	ATP5D	sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2	1	1	1	1	5.4	5.4	5.4	17.49	168	168	1.5	1	1					0.0046917	2.468	10328	10863	12209	12063	7948.9	14117	11131	10069	16034	16318	18560	17540	21685	17880	10328	10863	12209	12063	7948.9	14117	11131	10069	16034	16318	18560	17540	21685	17880	3	3	3	3	3	3	3	3	3	3	3	3	3	3	12225000	3				587	3302	True	3371	8585;8586	9305;9306;9307	9305			9606
P30050	P30050	4	4	4	60S ribosomal protein L12	RPL12	sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1	1	4	4	4	40	40	40	17.818	165	165	4	1		2	1	1	2	0	73.119	21574	18208	15427	25341	18481	16441	18481	17198	12082	13731	14454	29328	15432	20739	21574	18208	15427	25341	18481	16441	18481	17198	12082	13731	14454	29328	15432	20739	6	5	4	5	5	4	5	5	4	5	4	6	4	5	17043000	7				588	1816;3217;3237;4684	True;True;True;True	1853;3285;3305;4776	4735;8353;8424;8425;8426;8427;11995	5122;9037;9121;9122;9123;9124;12992	5122;9037;9123;12992			9606
P30084	P30084	2	2	2	Enoyl-CoA hydratase, mitochondrial	ECHS1	sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4	1	2	2	2	10.3	10.3	10.3	31.387	290	290	2.33		2	1				0	7.9832	35799	37960	38755	37000	28401	35751	22470	30086	33782	34776	43848	48489	60356	32003	35799	37960	38755	37000	28401	35751	22470	30086	33782	34776	43848	48489	60356	32003	2	2	2	2	2	2	3	2	2	2	2	2	2	2	24304000	3				589	595;1742	True;True	598;1778	1492;4520;4521	1596;4882;4883	1596;4883	399	276	9606
P30085	P30085	3	3	3	UMP-CMP kinase	CMPK1	sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3	1	3	3	3	11.7	11.7	11.7	22.222	196	196	3.83			2	3	1		0	25.093	63580	47806	59815	43729	62399	42686	58677	90434	60042	51010	91484	47571	51135	99035	63580	47806	59815	43729	62399	42686	58677	90434	60042	51010	91484	47571	51135	99035	6	5	6	6	5	5	6	5	5	5	5	5	5	6	43585000	6				590	3668;4586;5301	True;True;True	3741;4678;5408	9485;9486;11754;11755;11756;13526	10277;10278;12729;12730;12731;14663	10277;12731;14663			9606
P30086	P30086	12	12	12	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	PEBP1	sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3	1	12	12	12	81.3	81.3	81.3	21.057	187	187	3.84	7	16	19	20	16	20	0	323.31	2854300	2813500	2529800	2530600	3278700	1613200	2061900	3649100	2213000	1881500	3341100	2854000	2527700	3945800	2854300	2813500	2529800	2530600	3278700	1613200	2061900	3649100	2213000	1881500	3341100	2854000	2527700	3945800	106	107	105	102	106	97	97	110	99	95	105	107	102	108	11553000000	116				591	577;850;2290;2894;4341;4354;4355;4356;4604;6522;6778;6962	True;True;True;True;True;True;True;True;True;True;True;True	580;851;2342;2959;4425;4438;4439;4440;4696;6635;6893;7080	1451;1452;1453;1454;1455;1456;1457;1458;1459;1460;1461;2166;2167;2168;2169;2170;5908;7510;7511;7512;7513;7514;7515;7516;7517;7518;7519;7520;7521;7522;7523;7524;7525;7526;11179;11180;11181;11182;11183;11184;11185;11186;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223;11224;11225;11226;11227;11228;11229;11230;11231;11232;11233;11234;11235;11236;11237;11238;11239;11788;11789;11790;11791;11792;11793;11794;11795;11796;11797;11798;11799;11800;11801;16640;16641;16642;16643;16644;16645;17251;17252;17253;17254;17780;17781;17782;17783;17784	1553;1554;1555;1556;1557;1558;1559;1560;1561;1562;1563;1564;2323;2324;2325;2326;2327;2328;6394;8098;8099;8100;8101;8102;8103;8104;8105;8106;8107;8108;8109;8110;8111;8112;8113;8114;8115;8116;8117;8118;12102;12103;12104;12105;12106;12107;12108;12109;12110;12143;12144;12145;12146;12147;12148;12149;12150;12151;12152;12153;12154;12155;12156;12157;12158;12159;12160;12161;12162;12163;12164;12165;12166;12167;12168;12169;12170;12171;12172;12173;12174;12175;12176;12764;12765;12766;12767;12768;12769;12770;12771;12772;12773;12774;12775;12776;12777;12778;12779;12780;18056;18057;18058;18059;18060;18061;18721;18722;18723;18724;18725;19275;19276;19277;19278;19279	1553;2327;6394;8108;12107;12168;12172;12176;12780;18060;18724;19278	400	92	9606
P30101	P30101	14	14	14	Protein disulfide-isomerase A3	PDIA3	sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	1	14	14	14	32.9	32.9	32.9	56.782	505	505	3.08	3	5	8	4	3	1	0	201.38	178250	89069	138700	127580	121830	76745	272220	166070	178260	76399	175850	78943	73506	153660	178250	89069	138700	127580	121830	76745	272220	166070	178260	76399	175850	78943	73506	153660	22	19	21	23	20	19	24	22	22	15	23	19	16	23	188280000	25				592	1000;1129;1497;1928;2417;2496;2716;4370;4672;5113;5371;6201;6723;6870	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1006;1139;1527;1969;2470;2551;2777;4453;4764;5217;5478;6308;6838;6985	2549;2852;2853;2854;3885;3886;5030;6230;6231;6449;6450;6451;7021;7022;11264;11970;13103;13104;13697;13698;15824;15825;17133;17490	2734;3061;3062;3063;4194;4195;5436;6731;6732;6963;6964;6965;7566;7567;12204;12966;14189;14190;14841;14842;14843;17164;17165;18592;18972	2734;3062;4194;5436;6732;6963;7567;12204;12966;14189;14842;17165;18592;18972	401;402	338;434	9606
P30405;Q9UNP9	P30405	3;1	3;1	3;1	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	PPIF	sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1	2	3	3	3	11.1	11.1	11.1	22.04	207	207;301	2.33		2	1				0	5.2916	21467	20906	20655	23374	14484	13743	18624	14843	24235	16138	35231	20745	23509	20609	21467	20906	20655	23374	14484	13743	18624	14843	24235	16138	35231	20745	23509	20609	2	2	2	2	2	2	2	2	3	2	2	2	2	2	9687900	3				593	1739;2437;5915	True;True;True	1773;2491;6014	4505;6273;15070	4867;6775;16318	4867;6775;16318			9606;9606
P30419	P30419	2	2	2	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2	1	2	2	2	5	5	5	56.806	496	496	4.25		1		1	1	1	0	52.23	33056	22731	23224	37109	27226	39486	14392	39773	41407	45204	62184	32419	29800	45501	33056	22731	23224	37109	27226	39486	14392	39773	41407	45204	62184	32419	29800	45501	4	4	4	4	3	4	4	4	4	4	4	4	4	4	44138000	4				594	2758;2998	True;True	2819;3063	7118;7770;7771;7772	7669;8383;8384;8385	7669;8384			9606
P30533	P30533	11	11	11	Alpha-2-macroglobulin receptor-associated protein	LRPAP1	sp|P30533|AMRP_HUMAN Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1	1	11	11	11	30	30	30	41.465	357	357	4.1	1	1	5	5	4	4	0	25.66	155750	103990	132150	159980	168070	129270	262910	189230	197260	134980	234800	137710	131090	197280	155750	103990	132150	159980	168070	129270	262910	189230	197260	134980	234800	137710	131090	197280	19	19	17	19	19	19	19	19	19	19	19	19	18	19	169540000	20				595	1861;1893;2463;3202;3473;3733;3797;4838;5074;6436;6632	True;True;True;True;True;True;True;True;True;True;True	1898;1931;2517;3269;3543;3808;3874;4935;5176;6548;6746	4853;4854;4932;6322;6323;6324;8308;9026;9027;9634;9635;9807;9808;9809;12417;12998;12999;13000;16411;16916	5248;5249;5332;6831;6832;6833;8987;9790;9791;10435;10436;10621;10622;10623;13459;14075;14076;14077;17815;18360	5248;5332;6832;8987;9791;10436;10621;13459;14077;17815;18360			9606
P30622	P30622	5	3	3	CAP-Gly domain-containing linker protein 1	CLIP1	sp|P30622|CLIP1_HUMAN CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2	1	5	3	3	4.5	2.7	2.7	162.24	1438	1438	2.5	2	1				1	0	7.5543	6610.2	2240.1	6277.1	7472.6	8327.4	5766.8	5892.9	9323.2	5901.9	6499.3	11593	13800	17156	19337	6610.2	2240.1	6277.1	7472.6	8327.4	5766.8	5892.9	9323.2	5901.9	6499.3	11593	13800	17156	19337	2	1	2	3	3	2	2	3	2	2	2	3	2	3	11567000	4				596	702;2692;3357;3506;6121	True;False;True;False;True	703;2753;3427;3576;6226	1788;6950;6951;6952;8730;9106;15591;15592	1927;7490;7491;7492;9458;9875;16891;16892	1927;7492;9458;9875;16892			9606
P30626	P30626	2	2	2	Sorcin	SRI	sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1	1	2	2	2	11.1	11.1	11.1	21.676	198	198	2	1	1	1				0	8.4963	18924	14908	24936	10548	25718	11045	89549	16045	17187	15548	24075	13553	14034	33010	18924	14908	24936	10548	25718	11045	89549	16045	17187	15548	24075	13553	14034	33010	3	3	3	3	3	2	3	3	3	2	3	3	3	3	28135000	3				597	4220;5441	True;True	4304;5545	10880;13871;13872	11780;15029;15030	11780;15029			9606
P31146	P31146	4	4	4	Coronin-1A	CORO1A	sp|P31146|COR1A_HUMAN Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4	1	4	4	4	7.6	7.6	7.6	51.026	461	461	3.23	2	3	2	3	2	1	0	123.98	45732	53368	38293	40408	46066	37940	101750	62710	62931	46931	76739	79895	47882	91535	45732	53368	38293	40408	46066	37940	101750	62710	62931	46931	76739	79895	47882	91535	12	12	12	13	12	10	13	13	12	10	12	13	12	12	170310000	13				598	74;3844;4123;5032	True;True;True;True	74;3924;4207;5134	167;168;169;170;9949;9950;9951;9952;10646;10647;10648;12918;12919	176;177;178;179;10773;10774;10775;10776;11538;11539;11540;13992;13993	178;10775;11540;13992			9606
P31150	P31150	7	7	5	Rab GDP dissociation inhibitor alpha	GDI1	sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2	1	7	7	5	19.9	19.9	16.1	50.582	447	447	3.36		4	2	3	1	1	0	169.9	43500	81691	54711	49610	41262	58461	86933	40607	49354	44696	54725	46571	52881	42660	43500	81691	54711	49610	41262	58461	86933	40607	49354	44696	54725	46571	52881	42660	10	10	10	10	10	10	10	10	10	10	10	10	10	9	59529000	11				599	1360;4352;4364;4595;4848;5957;6871	True;True;True;True;True;True;True	1379;4436;4447;4687;4945;6057;6986	3510;11211;11251;11768;12434;12435;12436;15174;17491;17492;17493	3787;12141;12189;12743;13476;13477;13478;16427;18973;18974;18975	3787;12141;12189;12743;13478;16427;18975	403;404;405	168;424;434	9606
